agent,model,episodes,successes,deaths,timeouts,success_rate,death_rate,timeout_rate,average_steps,average_reward
PPO,ppo_platformer_no_hazard_reward,100,0,0,100,0.00,0.00,100.00,1000.00,-36.474333
